k = 2.840220-0.003609 i
Vec Object: 4 MPI processes
  type: mpi
Process [0]
2.11825e-07 - 1.29028e-06 i
-1.49528e-07 + 1.58817e-06 i
2.47854e-07 - 1.34865e-06 i
8.38683e-08 + 2.17132e-06 i
6.12243e-07 - 9.8114e-07 i
1.50029e-06 + 4.09541e-06 i
4.26063e-06 + 1.44568e-06 i
1.33295e-05 + 9.07552e-06 i
3.82465e-05 + 1.02825e-06 i
0.000118734 - 4.47227e-05 i
0.000197136 - 0.00032187 i
8.84053e-06 - 0.000404592 i
-0.000252372 - 0.000324451 i
-0.000286219 - 2.45974e-05 i
-4.80215e-07 - 8.95714e-07 i
0.000284871 + 2.20743e-05 i
0.00025278 + 0.000320359 i
-7.26212e-06 + 0.000401064 i
-0.000194005 + 0.000319584 i
-0.000117482 + 4.46374e-05 i
-3.74143e-05 - 1.13673e-06 i
-1.33684e-05 - 8.90789e-06 i
-3.90155e-06 - 1.62747e-06 i
-1.72267e-06 - 3.87936e-06 i
-3.27043e-07 + 8.49082e-07 i
-3.1938e-07 - 2.04127e-06 i
-5.03132e-09 + 1.21312e-06 i
-9.66654e-08 - 1.456e-06 i
1.70495e-08 + 1.03262e-06 i
-4.36374e-08 - 1.2469e-06 i
1.23424e-07 + 9.32623e-07 i
-1.74546e-07 - 9.92081e-07 i
2.76339e-07 + 6.69497e-07 i
-5.76318e-07 + 1.19867e-07 i
5.55226e-13 + 2.17403e-13 i
1.13669e-12 - 1.22936e-13 i
-7.74053e-07 - 1.76715e-08 i
2.52822e-07 + 1.01535e-06 i
-3.05364e-08 - 1.32405e-06 i
-1.2356e-07 + 1.34768e-06 i
1.8174e-07 - 1.44241e-06 i
-2.30137e-07 + 1.39399e-06 i
1.78431e-07 - 1.56843e-06 i
-2.43049e-07 + 1.33207e-06 i
-3.22477e-08 - 1.91336e-06 i
-5.06483e-07 + 7.82217e-07 i
-1.21305e-06 - 3.49309e-06 i
-3.58777e-06 - 2.26123e-06 i
-1.17446e-05 - 8.82828e-06 i
-3.57639e-05 - 6.53418e-06 i
-0.000116738 + 4.24805e-05 i
-0.00019123 + 0.00030762 i
-7.45149e-06 + 0.000381509 i
0.000239557 + 0.00030648 i
0.000274075 + 2.02537e-05 i
4.46404e-07 + 8.13685e-07 i
-0.000272846 - 1.79525e-05 i
-0.00023991 - 0.000302762 i
6.01347e-06 - 0.00037826 i
0.00018829 - 0.000305467 i
0.000115513 - 4.24096e-05 i
3.5006e-05 + 6.60431e-06 i
1.17656e-05 + 8.67452e-06 i
3.2522e-06 + 2.41e-06 i
1.42833e-06 + 3.28875e-06 i
2.67357e-07 - 6.60039e-07 i
2.52404e-07 + 1.80636e-06 i
2.07055e-08 - 1.21897e-06 i
5.19676e-08 + 1.40333e-06 i
-1.46515e-08 - 1.14043e-06 i
-9.6803e-09 + 1.35361e-06 i
-1.19356e-07 - 1.08794e-06 i
1.88789e-07 + 1.29041e-06 i
-3.41319e-07 - 6.66123e-07 i
6.99394e-07 - 2.87844e-08 i
9.70669e-13 - 2.79187e-13 i
9.84397e-13 - 5.61032e-13 i
8.6376e-07 + 4.78684e-08 i
-2.93153e-07 - 1.1765e-06 i
2.51913e-08 + 1.48117e-06 i
1.35771e-07 - 1.49871e-06 i
-2.04856e-07 + 1.53182e-06 i
2.47369e-07 - 1.472e-06 i
-1.94869e-07 + 1.53482e-06 i
2.47096e-07 - 1.31849e-06 i
-6.26464e-09 + 1.69542e-06 i
4.34053e-07 - 6.56543e-07 i
9.97913e-07 + 2.97807e-06 i
3.04328e-06 + 2.76978e-06 i
1.0434e-05 + 8.57796e-06 i
3.35533e-05 + 1.05159e-05 i
0.00011447 - 4.033e-05 i
0.000185849 - 0.000295383 i
6.56624e-06 - 0.000362985 i
-0.00022928 - 0.000291416 i
-0.000263728 - 1.68423e-05 i
-4.16554e-07 - 7.39589e-07 i
0.000262584 + 1.47238e-05 i
0.000229598 + 0.000287962 i
-5.22665e-06 + 0.000359943 i
-0.000183057 + 0.000293321 i
-0.000113278 + 4.02794e-05 i
-3.28418e-05 - 1.0559e-05 i
-1.04406e-05 - 8.43909e-06 i
-2.74119e-06 - 2.90328e-06 i
-1.19794e-06 - 2.78478e-06 i
-2.08314e-07 + 5.53828e-07 i
-2.10225e-07 - 1.58653e-06 i
-4.01027e-08 + 1.19227e-06 i
-1.80846e-08 - 1.38407e-06 i
-2.74092e-08 + 1.20989e-06 i
5.19135e-08 - 1.47435e-06 i
1.13676e-07 + 1.223e-06 i
-1.49764e-07 - 1.40723e-06 i
3.77706e-07 + 7.81263e-07 i
-8.47221e-07 - 9.27635e-08 i
1.29634e-12 + 7.22421e-14 i
1.05122e-12 - 2.97275e-13 i
-9.42885e-07 - 7.74586e-08 i
3.23446e-07 + 1.3153e-06 i
-2.32886e-08 - 1.61141e-06 i
-1.50218e-07 + 1.62213e-06 i
2.21259e-07 - 1.5994e-06 i
-2.64746e-07 + 1.5323e-06 i
2.07217e-07 - 1.49741e-06 i
-2.52415e-07 + 1.31089e-06 i
2.90268e-08 - 1.49419e-06 i
-3.88457e-07 + 5.961e-07 i
-8.29649e-07 - 2.52161e-06 i
-2.58973e-06 - 3.03241e-06 i
-9.29114e-06 - 8.31303e-06 i
-3.15734e-05 - 1.35254e-05 i
-0.000112203 + 3.84135e-05 i
-0.000181044 + 0.000284794 i
-5.99931e-06 + 0.000348145 i
0.000221155 + 0.000278546 i
0.000255136 + 1.4087e-05 i
3.93721e-07 + 6.93361e-07 i
-0.00025406 - 1.20974e-05 i
-0.000221445 - 0.000275309 i
4.73251e-06 - 0.000345247 i
0.000178361 - 0.000282828 i
0.000111047 - 3.83685e-05 i
3.09033e-05 + 1.35349e-05 i
9.29908e-06 + 8.17104e-06 i
2.30087e-06 + 3.16064e-06 i
1.00439e-06 + 2.34538e-06 i
1.60243e-07 - 4.78455e-07 i
1.68474e-07 + 1.40821e-06 i
5.71904e-08 - 1.16234e-06 i
-2.4368e-08 + 1.40945e-06 i
4.73781e-08 - 1.25378e-06 i
-4.74958e-08 + 1.51737e-06 i
-6.19541e-08 - 1.38772e-06 i
1.51137e-07 + 1.53827e-06 i
-3.91364e-07 - 9.06562e-07 i
9.21048e-07 + 4.11343e-08 i
4.53366e-13 - 1.9943e-13 i
1.27765e-12 - 6.21367e-13 i
1.01769e-06 + 1.06942e-07 i
-3.53282e-07 - 1.44429e-06 i
2.44561e-08 + 1.73127e-06 i
1.59233e-07 - 1.73638e-06 i
-2.31458e-07 + 1.66126e-06 i
2.81197e-07 - 1.59605e-06 i
-2.13834e-07 + 1.47286e-06 i
2.67374e-07 - 1.33178e-06 i
-3.8491e-08 + 1.33555e-06 i
3.64799e-07 - 5.9949e-07 i
7.06602e-07 + 2.11169e-06 i
2.21618e-06 + 3.07852e-06 i
8.24829e-06 + 8.00496e-06 i
2.97496e-05 + 1.59295e-05 i
0.000110096 - 3.68997e-05 i
0.000176711 - 0.000275534 i
5.60795e-06 - 0.000336433 i
-0.000214939 - 0.000267215 i
-0.000248113 - 1.1808e-05 i
-3.7437e-07 - 6.59052e-07 i
0.000247086 + 9.92803e-06 i
0.000215215 + 0.000264132 i
-4.39481e-06 + 0.000333658 i
-0.000174122 + 0.000273619 i
-0.000108944 + 3.68543e-05 i
-2.91242e-05 - 1.59114e-05 i
-8.25732e-06 - 7.86843e-06 i
-1.94386e-06 - 3.20507e-06 i
-8.8582e-07 - 1.9291e-06 i
-1.56279e-07 + 4.79183e-07 i
-1.51166e-07 - 1.21778e-06 i
-6.56004e-08 + 1.20193e-06 i
3.76038e-08 - 1.35984e-06 i
-4.67836e-08 + 1.27965e-06 i
5.45396e-08 - 1.66013e-06 i
4.18736e-08 + 1.38413e-06 i
-1.29543e-07 - 1.75244e-06 i
4.73117e-07 + 1.05579e-06 i
-8.91767e-07 - 9.75957e-08 i
3.42814e-13 - 1.61397e-13 i
2.89221e-13 - 3.03313e-13 i
-1.09256e-06 - 1.37963e-07 i
3.86727e-07 + 1.56743e-06 i
-3.12943e-08 - 1.85384e-06 i
-1.66365e-07 + 1.85687e-06 i
2.3768e-07 - 1.73704e-06 i
-2.95782e-07 + 1.67469e-06 i
2.18455e-07 - 1.47724e-06 i
-2.86439e-07 + 1.37771e-06 i
3.96115e-08 - 1.21473e-06 i
-3.73432e-07 + 6.71927e-07 i
-6.23251e-07 - 1.72955e-06 i
-1.92994e-06 - 2.92724e-06 i
-7.22495e-06 - 7.55947e-06 i
-2.79475e-05 - 1.80728e-05 i
-0.000108098 + 3.6026e-05 i
-0.000172428 + 0.000266845 i
-5.24306e-06 + 0.00032729 i
0.000210333 + 0.000256299 i
0.000242157 + 9.85733e-06 i
3.65877e-07 + 6.28499e-07 i
-0.000241186 - 8.06752e-06 i
-0.000210581 - 0.000253323 i
4.06195e-06 - 0.000324607 i
0.000169923 - 0.000264982 i
0.000106958 - 3.59907e-05 i
2.7344e-05 + 1.80561e-05 i
7.21902e-06 + 7.42627e-06 i
1.67268e-06 + 3.04854e-06 i
7.81212e-07 + 1.55851e-06 i
1.67934e-07 - 5.54176e-07 i
1.48732e-07 + 1.1062e-06 i
1.04121e-07 - 1.25009e-06 i
-7.09389e-08 + 1.36624e-06 i
8.6877e-08 - 1.3561e-06 i
-1.01398e-07 + 1.78642e-06 i
-2.68381e-08 - 1.46615e-06 i
1.08126e-07 + 1.88178e-06 i
-4.71984e-07 - 1.05753e-06 i
1.11383e-06 + 2.40762e-07 i
1.04816e-12 + 6.16873e-13 i
7.31995e-13 + 4.41614e-13 i
1.18805e-06 + 1.66448e-07 i
-4.50728e-07 - 1.72705e-06 i
4.89199e-08 + 2.03846e-06 i
1.63964e-07 - 2.04907e-06 i
-2.4548e-07 + 1.89685e-06 i
3.21367e-07 - 1.84373e-06 i
-2.337e-07 + 1.57641e-06 i
3.27757e-07 - 1.52328e-06 i
-5.30104e-08 + 1.20099e-06 i
4.36254e-07 - 8.2914e-07 i
5.95892e-07 + 1.42425e-06 i
1.83958e-06 + 2.68709e-06 i
6.4176e-06 + 6.9799e-06 i
2.68926e-05 + 2.10885e-05 i
0.000109426 - 3.76435e-05 i
0.000172902 - 0.00026713 i
3.81967e-06 - 0.000331645 i
-0.000215079 - 0.000252097 i
-0.000245143 - 7.35334e-06 i
-3.74548e-07 - 6.31533e-07 i
0.000244175 + 5.58681e-06 i
0.00021529 + 0.000249118 i
-2.62562e-06 + 0.000328934 i
-0.000170388 + 0.000265235 i
-0.000108249 + 3.76046e-05 i
-2.63008e-05 - 2.107e-05 i
-6.41606e-06 - 6.83481e-06 i
-1.59538e-06 - 2.81004e-06 i
-7.32644e-07 - 1.24979e-06 i
-2.35818e-07 + 7.12589e-07 i
-1.11025e-07 - 1.07385e-06 i
-1.42067e-07 + 1.36524e-06 i
7.55799e-08 - 1.4891e-06 i
-1.27037e-07 + 1.47121e-06 i
1.17277e-07 - 1.96164e-06 i
7.03439e-08 + 1.5704e-06 i
-7.85711e-08 - 2.19673e-06 i
5.05979e-07 + 1.09904e-06 i
-1.22292e-06 - 3.22772e-07 i
8.75138e-13 - 5.61146e-13 i
7.86053e-13 + 1.66192e-13 i
-1.0898e-06 - 2.18129e-07 i
4.52949e-07 + 1.72077e-06 i
-4.98356e-08 - 2.06182e-06 i
-1.84922e-07 + 2.10852e-06 i
2.98256e-07 - 1.98841e-06 i
-4.10474e-07 + 1.9571e-06 i
3.6385e-07 - 1.70142e-06 i
-5.00331e-07 + 1.65201e-06 i
2.44411e-07 - 1.30315e-06 i
-6.98937e-07 + 9.60454e-07 i
-3.77552e-07 - 1.21738e-06 i
-2.25134e-06 - 2.12848e-06 i
-5.18348e-06 - 4.88132e-06 i
-2.7369e-05 - 1.97913e-05 i
-9.22743e-05 + 6.72111e-05 i
-0.000111907 + 0.000180768 i
-1.11607e-06 + 0.00027843 i
0.000161903 + 0.000167532 i
0.000170244 + 4.79743e-05 i
3.13717e-07 + 6.34758e-07 i
-0.000169558 - 4.65664e-05 i
-0.000162066 - 0.000165201 i
1.19312e-07 - 0.000276265 i
0.000110142 - 0.000179319 i
9.12467e-05 - 6.69682e-05 i
2.68062e-05 + 1.97991e-05 i
5.19009e-06 + 4.73339e-06 i
2.01026e-06 + 2.26524e-06 i
5.12272e-07 + 1.03485e-06 i
5.28478e-07 - 8.29973e-07 i
-7.40324e-08 + 1.14603e-06 i
3.28618e-07 - 1.45473e-06 i
-2.21928e-07 + 1.62985e-06 i
2.03018e-07 - 1.63121e-06 i
-1.93636e-07 + 2.0033e-06 i
-1.51643e-08 - 1.65716e-06 i
1.0996e-07 + 2.28772e-06 i
-5.34801e-07 - 1.07977e-06 i
1.12169e-06 + 4.63201e-07 i
6.97347e-13 - 2.47113e-14 i
4.89178e-13 - 1.77393e-13 i
9.0246e-13 - 2.71056e-13 i
7.04872e-13 - 5.31107e-13 i
8.78269e-13 + 3.94337e-13 i
3.75158e-13 - 1.38122e-13 i
9.04876e-13 + 9.90002e-14 i
1.51726e-12 - 2.15444e-13 i
6.22322e-13 + 8.85828e-15 i
6.87206e-13 - 6.61781e-13 i
7.51003e-13 - 5.99673e-14 i
1.05341e-12 - 1.18373e-13 i
1.14584e-12 - 3.94652e-13 i
8.02765e-14 - 3.71396e-14 i
3.1196e-13 - 1.36574e-13 i
1.17937e-12 - 1.67331e-13 i
1.0789e-12 - 1.42986e-13 i
6.04602e-13 + 3.58257e-13 i
9.4764e-13 + 2.49594e-13 i
3.76454e-13 - 1.29537e-13 i
1.13743e-12 - 3.16488e-13 i
1.10086e-12 - 3.71941e-13 i
1.37427e-12 + 1.99777e-13 i
9.34013e-13 - 3.28132e-13 i
3.19933e-13 + 1.76546e-13 i
1.75682e-13 - 9.58129e-14 i
1.31181e-12 + 1.26393e-13 i
7.29959e-13 + 1.50912e-13 i
9.76873e-13 + 8.68744e-14 i
1.61928e-12 - 1.96309e-13 i
1.34271e-12 + 1.90752e-13 i
1.56492e-12 - 2.16726e-13 i
8.55174e-13 - 1.95804e-13 i
1.06887e-12 + 3.5302e-13 i
8.95215e-13 - 4.96078e-13 i
6.28517e-13 + 1.61595e-13 i
1.29153e-12 - 6.38411e-13 i
1.0444e-12 + 4.84561e-13 i
5.44592e-13 + 7.19693e-14 i
7.19345e-13 - 4.51399e-13 i
8.92301e-13 - 3.51246e-13 i
6.17832e-13 + 1.72446e-13 i
1.44467e-12 - 2.00262e-14 i
8.61407e-13 + 5.87826e-13 i
7.45292e-13 - 5.73129e-13 i
1.18958e-12 - 3.34195e-13 i
5.2587e-13 - 3.84955e-13 i
3.79884e-13 + 1.49261e-13 i
9.53139e-13 - 8.91458e-13 i
1.42322e-12 + 1.32721e-14 i
3.59536e-13 - 4.77988e-13 i
1.04087e-12 + 3.09752e-13 i
8.58376e-13 - 8.11653e-13 i
4.16018e-13 - 5.35621e-13 i
1.30577e-12 - 1.05278e-13 i
1.44729e-12 - 4.83128e-13 i
8.96597e-13 - 4.39698e-13 i
1.29889e-12 + 3.47713e-13 i
1.15873e-12 + 5.92587e-13 i
1.4856e-12 - 3.37565e-13 i
1.16715e-12 - 1.40246e-13 i
1.40612e-12 - 4.03116e-13 i
9.92787e-13 + 3.295e-14 i
4.50065e-13 + 7.55989e-14 i
8.41648e-13 - 7.94064e-13 i
1.05955e-13 - 2.70603e-14 i
3.12779e-13 + 2.24166e-13 i
1.4548e-12 - 5.29292e-14 i
1.30439e-12 - 5.95373e-13 i
3.71975e-13 - 5.15493e-13 i
6.94481e-13 - 6.78181e-13 i
1.05155e-12 + 1.82782e-13 i
1.70814e-12 - 3.20265e-13 i
2.77722e-13 - 1.23874e-13 i
8.1668e-13 + 4.87965e-13 i
8.63998e-13 + 1.3892e-13 i
5.0093e-13 + 8.47072e-15 i
1.66306e-12 - 1.51931e-13 i
7.81608e-13 - 8.73766e-13 i
1.12896e-12 + 1.15314e-15 i
6.19289e-13 - 3.37437e-13 i
5.254e-13 - 5.51443e-13 i
7.96183e-13 - 4.42079e-13 i
1.54683e-12 - 3.41349e-13 i
9.18977e-13 - 6.23661e-13 i
8.12987e-13 - 7.87615e-13 i
1.05214e-12 + 4.53277e-13 i
7.90418e-13 - 7.18698e-13 i
6.90424e-13 - 4.83578e-13 i
9.34316e-13 - 6.92683e-13 i
1.57465e-12 - 1.70261e-13 i
8.92448e-13 + 1.40252e-13 i
4.55245e-13 - 1.86924e-13 i
1.39687e-12 - 1.79305e-13 i
1.69888e-12 - 1.65029e-13 i
1.22814e-12 - 4.40203e-13 i
1.1669e-12 + 4.92041e-13 i
8.42461e-13 - 3.67966e-13 i
5.36598e-13 - 1.26016e-15 i
9.82007e-13 + 1.21388e-13 i
7.69783e-13 - 5.70652e-14 i
1.2242e-12 - 5.46213e-13 i
4.35916e-13 + 9.93852e-14 i
6.73378e-13 - 5.36368e-13 i
1.38451e-12 + 1.40904e-14 i
5.38507e-13 - 5.21597e-13 i
1.53887e-12 - 4.69307e-14 i
6.33128e-13 - 1.27419e-13 i
1.75025e-12 - 2.71596e-13 i
8.431e-13 - 1.61105e-13 i
1.34162e-12 + 1.68142e-13 i
9.79791e-13 + 3.64871e-13 i
1.17592e-12 - 6.8094e-14 i
8.45038e-13 + 4.42511e-13 i
5.08382e-13 - 1.82425e-13 i
9.9376e-13 + 3.12255e-13 i
7.68006e-13 - 3.04611e-14 i
1.69189e-13 - 1.1387e-13 i
6.86804e-13 - 6.74244e-13 i
1.26618e-12 + 2.72829e-13 i
4.45091e-13 + 8.69549e-14 i
1.05113e-12 + 5.60835e-13 i
3.60276e-13 - 1.13053e-13 i
8.1167e-13 - 4.146e-13 i
3.82895e-13 - 1.7363e-13 i
1.08904e-12 - 4.09159e-13 i
1.04536e-12 + 4.86016e-13 i
9.02444e-13 + 1.68114e-13 i
7.18837e-13 - 1.33473e-13 i
1.20944e-12 - 6.18577e-13 i
8.90814e-13 + 4.56831e-13 i
1.14187e-12 - 6.2555e-13 i
9.93639e-13 + 3.75906e-13 i
3.40204e-13 - 1.78163e-13 i
8.43752e-13 + 2.61578e-13 i
1.0351e-12 - 6.73273e-13 i
1.14434e-12 + 4.48777e-13 i
1.1111e-12 - 5.11996e-13 i
7.46308e-13 + 8.64938e-14 i
8.11306e-13 + 3.25146e-13 i
5.65668e-13 - 3.00353e-13 i
7.20995e-13 + 1.77348e-13 i
2.82215e-13 - 1.29075e-13 i
8.85912e-13 - 9.16483e-13 i
5.0736e-13 - 5.96502e-13 i
2.36679e-13 - 1.13716e-13 i
1.13007e-12 - 2.97647e-13 i
6.39792e-13 - 2.09818e-13 i
1.05174e-12 + 1.13744e-13 i
1.11604e-12 + 5.00478e-13 i
9.65052e-13 - 8.88093e-13 i
1.12656e-12 + 6.35463e-13 i
5.16673e-13 + 1.49465e-13 i
1.29806e-12 - 1.31204e-13 i
1.10162e-12 + 4.2726e-13 i
7.51355e-13 - 3.08077e-13 i
8.34774e-13 - 7.25278e-13 i
5.7261e-13 - 2.39484e-13 i
1.66412e-12 - 2.80389e-13 i
3.52186e-13 + 2.46569e-13 i
8.51665e-13 - 7.06773e-13 i
6.67757e-13 - 6.11374e-13 i
6.6062e-13 - 1.37986e-13 i
1.60691e-12 - 1.84952e-13 i
1.07261e-12 + 1.88543e-13 i
3.11181e-13 - 3.29524e-13 i
6.91817e-13 + 2.66071e-13 i
3.85109e-13 - 2.88571e-13 i
1.11448e-12 + 6.29958e-13 i
1.3936e-13 + 9.15158e-14 i
8.17772e-13 - 8.73685e-13 i
4.30178e-13 - 9.51334e-14 i
3.67798e-13 - 1.67666e-13 i
1.54916e-12 - 2.62041e-13 i
1.07131e-12 + 2.97538e-13 i
6.37884e-13 - 8.12891e-14 i
7.52558e-13 - 8.29552e-13 i
1.33795e-12 + 1.31629e-13 i
6.39879e-13 + 1.23788e-13 i
5.48955e-13 - 4.27065e-13 i
7.80868e-13 - 3.27011e-13 i
2.62814e-13 - 3.49928e-13 i
4.47397e-14 - 6.50049e-15 i
8.69292e-13 + 3.83426e-13 i
1.66401e-12 - 2.215e-13 i
7.95091e-13 + 3.99254e-14 i
8.89566e-13 + 4.57702e-14 i
5.48686e-13 - 6.79431e-13 i
5.31061e-13 - 6.24962e-13 i
1.40791e-12 - 3.99586e-13 i
1.5384e-12 - 4.92529e-13 i
8.4673e-13 + 1.67167e-13 i
1.19747e-12 - 6.51191e-13 i
6.38085e-13 - 6.85494e-13 i
1.04935e-12 + 1.97668e-13 i
9.54118e-13 + 4.77998e-13 i
2.26234e-13 - 2.19264e-13 i
4.16814e-13 - 4.7465e-13 i
1.1528e-12 + 4.36866e-13 i
1.28609e-12 + 2.60374e-13 i
1.32212e-12 + 7.69247e-14 i
1.45034e-12 + 2.7818e-14 i
6.42385e-13 - 4.44946e-13 i
1.31956e-12 - 2.31606e-13 i
8.75301e-13 + 2.00732e-15 i
8.46473e-13 - 3.96372e-13 i
9.62668e-13 + 6.11649e-13 i
6.5993e-13 + 8.79218e-14 i
1.02572e-12 - 4.76811e-13 i
1.12794e-12 - 5.62479e-13 i
1.67755e-12 - 2.35195e-13 i
6.461e-13 - 8.53486e-13 i
3.47953e-13 - 4.45154e-13 i
1.45719e-12 - 4.52693e-13 i
1.21593e-12 - 2.5605e-13 i
6.30898e-13 - 2.16519e-13 i
2.61191e-13 - 3.01748e-14 i
1.68599e-12 - 1.45793e-13 i
1.04274e-12 - 6.40345e-13 i
1.10244e-12 + 5.65831e-13 i
6.55728e-13 - 4.79003e-13 i
1.48152e-12 - 1.58171e-13 i
8.34101e-13 - 7.07758e-13 i
6.38503e-13 - 4.34807e-13 i
1.14818e-12 + 3.70316e-13 i
3.71974e-13 + 2.5773e-13 i
5.68046e-13 - 4.74526e-13 i
9.81074e-13 + 6.72979e-13 i
5.10968e-13 - 4.72907e-13 i
1.35513e-12 - 1.17131e-13 i
1.03273e-13 - 9.77424e-14 i
4.81822e-13 + 3.14396e-13 i
8.24718e-13 - 3.43827e-13 i
1.6689e-12 - 2.05816e-13 i
4.9736e-13 - 4.39838e-13 i
3.15862e-13 - 3.87785e-13 i
1.14675e-12 - 3.73155e-13 i
8.84802e-13 - 1.00363e-13 i
1.19471e-12 - 2.44843e-13 i
1.21167e-12 - 3.32061e-13 i
1.23811e-12 + 2.52993e-13 i
4.76787e-13 - 3.75814e-13 i
1.34398e-12 + 3.03976e-14 i
1.2311e-12 + 3.79861e-13 i
1.24328e-13 + 1.16132e-14 i
8.0374e-13 - 1.00347e-12 i
7.05772e-13 - 2.17784e-13 i
1.09769e-12 - 1.97862e-13 i
1.28586e-12 + 2.01377e-13 i
1.04032e-12 - 3.44529e-13 i
7.94108e-13 - 5.82541e-13 i
1.1402e-12 + 4.35028e-13 i
8.39672e-13 + 3.80992e-13 i
6.53916e-13 + 4.66766e-13 i
9.18826e-13 - 8.91206e-13 i
1.19659e-12 - 4.79072e-13 i
9.71867e-13 + 1.41916e-14 i
1.35824e-12 - 2.81814e-13 i
8.0182e-13 - 6.14711e-13 i
7.06952e-13 + 3.29983e-13 i
7.45247e-13 + 2.18423e-13 i
9.88809e-13 - 6.94413e-13 i
1.48744e-12 - 5.1199e-13 i
8.68664e-13 - 1.15698e-13 i
1.07485e-12 - 7.12568e-13 i
1.58007e-13 + 1.11697e-13 i
7.20971e-13 + 4.5377e-13 i
7.43704e-13 + 4.46839e-13 i
7.84673e-13 + 4.03447e-13 i
4.99708e-13 - 6.77021e-13 i
9.16297e-13 - 2.5536e-13 i
3.61206e-13 - 6.78899e-15 i
5.6808e-13 - 1.03252e-14 i
1.5579e-12 - 2.35251e-13 i
1.19153e-12 + 5.96419e-14 i
1.02678e-12 + 2.37408e-13 i
4.35597e-13 - 3.82292e-13 i
3.22239e-13 + 2.06493e-13 i
1.16377e-12 + 4.40154e-13 i
6.79735e-13 - 5.22834e-13 i
7.55064e-13 - 6.22348e-13 i
6.20908e-13 + 3.03148e-13 i
8.25515e-13 + 4.39653e-13 i
1.29715e-12 + 7.85704e-14 i
8.39785e-13 - 4.37704e-13 i
5.84508e-13 + 1.37429e-13 i
1.06768e-12 - 7.1481e-13 i
1.02757e-12 + 2.59168e-13 i
4.24255e-13 - 5.1458e-13 i
1.30343e-12 - 5.38716e-13 i
3.97741e-13 + 1.22828e-13 i
9.31726e-13 - 4.7153e-13 i
1.58386e-12 - 2.1199e-13 i
1.28217e-12 + 7.95248e-14 i
1.23262e-12 + 2.23046e-13 i
5.17848e-13 - 2.19278e-13 i
4.44242e-13 + 7.67623e-14 i
1.45546e-13 - 3.3749e-14 i
1.28871e-12 - 5.60256e-14 i
8.53825e-13 + 8.30153e-14 i
1.87819e-13 - 8.02272e-14 i
1.14314e-12 - 2.52371e-13 i
1.38662e-12 + 4.73423e-14 i
3.23548e-13 - 2.68527e-13 i
1.00306e-12 + 3.11375e-13 i
8.67198e-13 - 7.93617e-13 i
4.57298e-13 + 1.67522e-13 i
1.3056e-12 + 1.47715e-13 i
1.19335e-12 - 1.12125e-13 i
1.17819e-12 + 3.28593e-13 i
9.81933e-13 - 6.51717e-13 i
8.26539e-13 + 3.67095e-13 i
7.8975e-13 + 4.71077e-13 i
1.12042e-12 + 8.29981e-14 i
1.49276e-12 - 5.17947e-13 i
5.44369e-13 + 2.11379e-13 i
1.8198e-13 - 2.03672e-13 i
1.08716e-12 - 7.52845e-13 i
5.43704e-13 + 1.23852e-13 i
4.14668e-13 - 1.58449e-13 i
1.62135e-12 - 9.78745e-14 i
1.2734e-12 + 1.23678e-14 i
1.31333e-12 - 8.36993e-14 i
1.21468e-12 + 1.96006e-13 i
5.33478e-13 + 9.05442e-14 i
1.15378e-12 + 2.53674e-13 i
9.51146e-13 - 9.01807e-13 i
1.34343e-12 - 5.5797e-13 i
1.58901e-13 - 5.31992e-14 i
7.52799e-13 - 9.85334e-13 i
6.72735e-13 + 4.4321e-13 i
3.41854e-13 - 4.69073e-13 i
6.81571e-13 - 8.13203e-13 i
4.49163e-13 - 2.08051e-13 i
1.55585e-12 - 2.87053e-13 i
1.05202e-12 + 5.72726e-13 i
1.18378e-12 - 6.84985e-13 i
9.64956e-13 - 9.01084e-13 i
1.09063e-12 + 5.03112e-13 i
4.91781e-13 + 1.7939e-13 i
1.13708e-12 - 2.60583e-13 i
9.30819e-13 + 1.08432e-13 i
6.52262e-13 - 1.08455e-14 i
6.39e-13 - 3.49554e-13 i
1.235e-12 - 3.27006e-13 i
7.80188e-13 - 8.03135e-13 i
7.56834e-13 + 2.92624e-13 i
4.17433e-13 + 8.5894e-14 i
8.23934e-13 - 3.05064e-13 i
8.47942e-13 - 7.73435e-13 i
7.54104e-13 - 1.61772e-13 i
1.31032e-12 + 1.46081e-13 i
4.97381e-13 - 5.14847e-13 i
1.29618e-13 + 6.91802e-14 i
1.58764e-12 - 4.33839e-13 i
1.64751e-12 - 4.05536e-13 i
9.05422e-13 - 7.03156e-13 i
6.19894e-13 - 2.63766e-13 i
4.88591e-13 - 6.31774e-13 i
1.36149e-12 + 1.53263e-13 i
1.27478e-12 - 1.39088e-13 i
6.89204e-13 - 2.04871e-13 i
1.435e-12 - 5.04035e-13 i
1.12843e-12 + 1.4085e-13 i
1.57758e-12 - 4.39163e-13 i
2.26428e-13 + 2.9826e-14 i
7.48357e-13 - 5.56057e-13 i
3.7862e-13 - 3.29692e-13 i
6.96136e-13 + 2.68468e-13 i
5.79162e-13 - 6.25778e-13 i
2.68822e-13 - 5.44896e-14 i
5.62006e-13 - 2.5346e-13 i
1.23497e-12 + 3.93802e-13 i
3.30692e-13 - 3.36065e-13 i
5.69416e-13 - 6.28061e-13 i
1.12861e-12 - 6.09033e-13 i
1.38677e-12 - 1.61354e-13 i
1.22483e-12 - 5.71228e-13 i
8.0008e-13 + 3.2087e-13 i
7.72422e-13 - 3.83614e-13 i
